subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/5/2018,12/13/2017,12/16/2017,OH Predictive Insights / MBQF,C+,1004,lv,1.102861,0,47.5,37.8,47.5111,38.00818,"","",http://createsend.com/t/i-00D7F4F3E193DB052540EF23F30FEDED,50719,80066,12/17/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/14/2017,12/17/2017,Public Opinion Strategies,B,800,rv,1.190068,0,49,37,48.45739,37.49757,"","",http://www.washingtonexaminer.com/republican-poll-shows-political-challenges-possible-benefits-of-passing-tax-bill/article/2643873,50705,80033,12/18/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/14/2017,12/18/2017,Ipsos,B+,2291,rv,.0655253,0,44.6,32.5,48.7141,36.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50711,80049,12/19/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/13/2017,12/18/2017,Quinnipiac University,A-,1230,rv,.6236783,0,52,37,49.86077,36.8518,"","",https://poll.qu.edu/images/polling/us/us12192017_ut17754.pdf/,50708,80038,12/19/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/14/2017,12/18/2017,Morning Consult,B-,1991,rv,.2156515,0,44,34,48.56789,35.9945,"","",https://morningconsult.com/wp-content/uploads/2017/12/171209_crosstabs_POLITICO_v1_AP-1.pdf,50710,80067,12/19/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/14/2017,12/18/2017,McLaughlin & Associates,C-,1000,lv,.3771772,0,45,44,47.27379,41.5372,"","",http://mclaughlinonline.com/2017/12/20/december-national-survey-results/,50718,80064,12/19/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/14/2017,12/17/2017,CNN/SSRS,A-,898,rv,.9899151,0,56,38,53.30853,36.73169,"","",http://cdn.cnn.com/cnn/2017/images/12/20/rel12b.-.2018.pdf,50707,80059,12/18/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/15/2017,12/19/2017,Ipsos,B+,1937,rv,.055344,0,46.1,31.7,50.2141,35.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50730,80079,12/20/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/17/2017,12/19/2017,YouGov,B,1280,rv,.2471908,0,44,35,48.73125,37.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d4v1jp5sni/econTabReport.pdf,50717,80065,12/20/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/16/2017,12/20/2017,Ipsos,B+,1793,rv,.0511853,0,46.8,32.3,50.9141,35.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50729,80078,12/21/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/17/2017,12/21/2017,Ipsos,B+,1727,rv,.0492645,0,46.8,32.7,50.9141,36.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50728,80077,12/22/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/18/2017,12/22/2017,Ipsos,B+,1753,rv,.0499741,0,47.2,32,51.3141,35.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50735,80101,12/23/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/19/2017,12/23/2017,Ipsos,B+,1339,rv,.0381519,0,46.5,31,50.6141,34.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50734,80100,12/24/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/20/2017,12/24/2017,Ipsos,B+,1240,rv,.0353125,0,45.1,31.1,49.2141,34.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50733,80099,12/25/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/21/2017,12/25/2017,Ipsos,B+,1208,rv,.0343826,0,46,30.8,50.1141,34.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50732,80098,12/26/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/22/2017,12/26/2017,Ipsos,B+,1218,rv,.0346466,0,45.7,30.7,49.8141,34.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50746,80118,12/27/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/23/2017,12/27/2017,Ipsos,B+,1212,rv,.0344548,0,45.1,30.3,49.2141,33.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50745,80117,12/28/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/24/2017,12/26/2017,YouGov,B,1236,rv,.239205,0,44,36,48.73125,38.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h41dwa7h84/econTabReport.pdf,50738,80110,12/27/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/24/2017,12/28/2017,Ipsos,B+,1252,rv,.0355705,0,44.8,31.4,48.9141,34.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50744,80116,12/29/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/25/2017,12/29/2017,Ipsos,B+,1517,rv,.0430752,0,45.3,33,49.4141,36.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50750,80131,12/30/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/26/2017,12/30/2017,Ipsos,B+,1558,rv,.0442183,0,44.7,32.9,48.8141,36.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50749,80130,12/31/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,12/27/2017,12/31/2017,Ipsos,B+,1506,rv,.0854536,0,43.3,34.6,47.4141,38.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50760,80152,1/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,12/15/2017,1/15/2018,USC Dornsife/LA Times,C,3569,a,1.447865,0,51,40,47.89659,39.31212,"","",https://drive.google.com/file/d/1jwjRYzdaV4dNIjclxCA45RZlKcbZ0UF_/view,50818,80302,1/16/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,12/29/2017,1/2/2018,Ipsos,B+,508,rv,.0144094,0,41,33.9,45.1141,37.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50759,80151,1/3/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,12/31/2017,1/2/2018,YouGov,B,1273,rv,.2467299,0,42,36,46.73125,38.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fzbo62v6dm/econTabReport.pdf,50752,80143,1/3/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,12/30/2017,1/3/2018,Ipsos,B+,786,rv,.0222819,0,39.6,35.2,43.7141,38.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50758,80150,1/4/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,12/31/2017,1/4/2018,Ipsos,B+,1055,rv,.029885,0,41.1,34.4,45.2141,37.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50757,80149,1/5/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/1/2018,1/5/2018,Ipsos,B+,1355,rv,.0383506,0,41.2,34.6,45.3141,38.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50779,80199,1/6/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/2/2018,1/6/2018,Ipsos,B+,1383,rv,.0391107,0,42.2,34.9,46.3141,38.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50778,80198,1/7/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/3/2018,1/7/2018,Ipsos,B+,1336,rv,.0377517,0,42.1,34.2,46.2141,37.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50777,80197,1/8/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/4/2018,1/5/2018,Morning Consult,B-,1988,rv,.218853,0,44,36,48.56789,37.9945,"","",https://morningconsult.com/wp-content/uploads/2018/01/180102_crosstabs_POLITICO_v1_AP-2.pdf,50770,80176,1/6/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/4/2018,1/8/2018,Ipsos,B+,1345,rv,.0379767,0,43.9,33.5,48.0141,37.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50776,80196,1/9/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/5/2018,1/9/2018,Ipsos,B+,1369,rv,.0386249,0,43.1,34.8,47.2141,38.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50793,80219,1/10/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/5/2018,1/9/2018,Quinnipiac University,A-,1106,rv,.5549709,0,52,35,49.86077,34.8518,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2512,50782,80209,1/10/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/5/2018,1/11/2018,McLaughlin & Associates,C-,1000,lv,.3703491,0,45,42,47.27379,39.5372,"","",http://mclaughlinonline.com/2018/01/15/monthly-national-survey-results-january/,50796,80232,1/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/6/2018,1/10/2018,Ipsos,B+,1320,rv,.0372137,0,43,34.7,47.1141,38.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50792,80218,1/11/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/8/2018,1/9/2018,YouGov,B,1312,rv,.2541178,0,44,37,48.73125,39.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wtt95as3fo/econTabReport.pdf,50781,80205,1/10/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/7/2018,1/11/2018,Ipsos,B+,1324,rv,.0372972,0,43.3,33.4,47.4141,36.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50791,80217,1/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/6/2018,1/11/2018,Greenberg Quinlan Rosner,B-,720,lv,.8405511,0,48,40,46.95824,38.96148,"","",http://www.democracycorps.com/attachments/article/1079/Dcorp%20National%20Phone%20Pre-Test%20011118%20FQ_for%20release.pdf,50843,80346,1/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/8/2018,1/10/2018,Marist College,A,1092,rv,1.455911,0,46,40,46.15729,40.32661,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180108_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_January%202018.pdf#page=3,50810,80263,1/11/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/8/2018,1/12/2018,Ipsos,B+,1409,rv,.0396588,0,42.6,36.1,46.7141,39.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50803,80247,1/13/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/8/2018,1/11/2018,Emerson College,B+,600,rv,1.071813,0,45.2,40.3,44.54995,39.48074,"","",http://www.emerson.edu/communication-studies/emerson-college-polling-society/latest-polls,50787,80216,1/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/9/2018,1/13/2018,Ipsos,B+,1354,rv,.0380746,0,40.9,35.9,45.0141,39.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50802,80246,1/14/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/10/2018,1/14/2018,Ipsos,B+,1253,rv,.0351961,0,41,35.2,45.1141,38.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50801,80245,1/15/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/11/2018,1/15/2018,Ipsos,B+,1299,rv,.0364421,0,41.1,35.1,45.2141,38.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50800,80244,1/16/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/10/2018,1/15/2018,Pew Research Center,B-,1215,rv,.5746794,0,53,39,52.90773,39.20705,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/01/18151440/1-18-2018-Political-report-topline-for-release-FOR-STITCH.pdf,50812,80267,1/16/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/12/2018,1/16/2018,Quinnipiac University,A-,1212,rv,.6049945,0,50,39,47.86077,38.8518,"","",https://poll.qu.edu/images/polling/us/us01182018_udfn34.pdf/,50807,80265,1/17/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/11/2018,1/16/2018,Morning Consult,B-,1993,rv,.2132458,0,41,38,45.56789,39.9945,"","",https://morningconsult.com/wp-content/uploads/2018/01/180108_crosstabs_POLITICO_v1_AP-1.pdf,50805,80254,1/17/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/12/2018,1/15/2018,Zogby Interactive/JZ Analytics,C,847,lv,.8617204,0,44,34,47.0107,36.42484,"","",https://www.zogbyanalytics.com/news/849-the-zogby-poll-since-january-democrats-are-losing-support-in-the-congressional-generic-democrats-lose-big-among-millennials-and-african-americans-voters-remain-steady-in-their-support-for-republicans,50798,82757,1/16/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/12/2018,1/16/2018,Ipsos,B+,1309,rv,.0366699,0,40.3,37,44.4141,40.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50822,80284,1/17/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/14/2018,1/16/2018,YouGov,B,1309,rv,.2533599,0,42,36,46.73125,38.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gcv50vr08k/econTabReport.pdf,50806,80257,1/17/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/13/2018,1/17/2018,NBC News/Wall Street Journal,A-,765,rv,.9771767,0,49,43,48.32769,41.98977,"","",https://www.scribd.com/document/369546604/18033-NBCWSJ-January-Poll-1-19-18-Release,50816,80296,1/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/13/2018,1/17/2018,Ipsos,B+,1258,rv,.0351866,0,40.3,35.2,44.4141,38.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50821,80283,1/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/14/2018,1/18/2018,CNN/SSRS,A-,913,rv,1.008314,0,49,44,46.30853,42.73169,"","",http://cdn.cnn.com/cnn/2018/images/01/21/democrats.2018.poll.cnn.pdf,50823,80293,1/19/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/14/2018,1/18/2018,Ipsos,B+,1261,rv,.0352146,0,41.5,35.6,45.6141,39.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50820,80282,1/19/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/15/2018,1/19/2018,Ipsos,B+,1318,rv,.0367478,0,40.9,35.7,45.0141,39.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50837,80310,1/20/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/15/2018,1/18/2018,ABC News/Washington Post,A+,515,lv,1.062821,0,54,40,52.51143,39.6754,"","",http://www.langerresearch.com/wp-content/uploads/1194a32018Midterms.pdf,50826,80328,1/19/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/16/2018,1/20/2018,Ipsos,B+,1776,rv,.0494385,0,41.5,35.1,45.6141,38.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50836,80309,1/21/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/18/2018,1/20/2018,Morning Consult,B-,1994,rv,.2094616,0,42,37,46.56789,38.9945,"","",https://morningconsult.com/wp-content/uploads/2018/01/180111_crosstabs_POLITICO_STANDARD_v1_DK-1.pdf,50870,80406,1/21/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/17/2018,1/21/2018,Ipsos,B+,2175,rv,.0604551,0,41.2,34.8,45.3141,38.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50835,80308,1/22/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/18/2018,1/22/2018,Ipsos,B+,2360,rv,.0655129,0,41.4,35.1,45.5141,38.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50834,80307,1/23/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/20/2018,1/21/2018,Morning Consult,B-,1997,rv,.209167,0,43,37,47.56789,38.9945,"","",https://www.politico.com/f/?id=00000161-1fa8-d52c-abe3-7feac7e60002,50831,80304,1/22/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/19/2018,1/23/2018,Quinnipiac University,A-,1245,rv,.6297882,0,51,38,48.86077,37.8518,"","",https://poll.qu.edu/images/polling/us/us01242018_ufks28.pdf/,50840,80327,1/24/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/19/2018,1/23/2018,Ipsos,B+,2442,rv,.0677189,0,42.1,35.3,46.2141,38.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50851,80356,1/24/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/21/2018,1/23/2018,Fox News,A,1002,rv,1.627348,0,44,38,43.93378,37.97261,"","",https://andersonrobbins.com/wp-content/uploads/2018/01/012418_national_january-24-release.pdf,50844,80337,1/24/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/20/2018,1/24/2018,Ipsos,B+,2480,rv,.068719,0,42.3,34.7,46.4141,38.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50850,80355,1/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/21/2018,1/23/2018,YouGov,B,1297,rv,.2513738,0,41,37,45.73125,39.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sqnlgzhr9l/econTabReport.pdf,50839,80326,1/24/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/21/2018,1/25/2018,Ipsos,B+,1960,rv,.0542846,0,41.5,35.2,45.6141,38.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50849,80354,1/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/22/2018,1/26/2018,Ipsos,B+,1480,rv,.0409782,0,42.1,35.7,46.2141,39.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50859,80375,1/27/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/24/2018,1/25/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,.6697439,0,45,37,46.77228,35.73745,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,50853,80361,1/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/23/2018,1/27/2018,Ipsos,B+,1562,rv,.0432378,0,42.7,34.7,46.8141,38.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50858,80374,1/28/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/24/2018,1/28/2018,Ipsos,B+,1510,rv,.0417887,0,42.2,33.9,46.3141,37.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50857,80373,1/29/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/25/2018,1/29/2018,Ipsos,B+,1478,rv,.0408899,0,42.3,35.5,46.4141,39.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50856,80372,1/30/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/26/2018,1/30/2018,Ipsos,B+,1522,rv,.0420892,0,41.8,36,45.9141,39.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50869,80402,1/31/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/28/2018,1/30/2018,Monmouth University,A+,711,rv,1.450757,0,47,45,46.11111,43.97136,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_013118/,50862,80386,1/31/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/27/2018,1/31/2018,Ipsos,B+,1606,rv,.0443893,0,42.2,35.1,46.3141,38.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50868,80401,2/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/28/2018,1/30/2018,YouGov,B,1265,rv,.2456054,0,42,37,46.73125,39.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/81kgdte5zw/econTabReport.pdf,50861,80383,1/31/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/25/2018,2/2/2018,IBD/TIPP,A-,900,a,1.536342,0,46,41,46.57706,40.36559,"","",https://www.investors.com/politics/tax-cut-popularity-surges-trump-approval-2018-elections/,50874,80412,2/3/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/28/2018,2/1/2018,Ipsos,B+,1348,rv,.0372367,0,39.9,35.9,44.0141,39.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50867,80400,2/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/30/2018,2/1/2018,SurveyMonkey,D-,4424,a,.4964918,0,45,39,45.75375,38.91815,"","",http://msnbcmedia.msn.com/i/MSNBC/Components/NBCNewsSurveyMonkeySOTUPollToplinesMethodology.pdf,50865,80391,2/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/29/2018,2/2/2018,Ipsos,B+,1317,rv,.0363568,0,39.9,35.7,44.0141,39.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50879,80425,2/3/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/30/2018,2/3/2018,Ipsos,B+,1870,rv,.0515902,0,43.1,34.5,47.2141,38.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50878,80424,2/4/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/31/2018,2/4/2018,Ipsos,B+,2422,rv,.0667866,0,42.6,34.6,46.7141,38.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50877,80423,2/5/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/1/2018,2/4/2018,Morning Consult,B-,1985,rv,.2048985,0,42,38,46.56789,39.9945,"","",https://morningconsult.com/wp-content/uploads/2018/02/180126_crosstabs_POLITICO_v1_DK-2.pdf,50881,80435,2/5/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/1/2018,2/5/2018,Ipsos,B+,2582,rv,.0711816,0,42.2,35.6,46.3141,39.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50876,80422,2/6/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/2/2018,2/6/2018,Ipsos,B+,2630,rv,.0725059,0,42.4,36.3,46.5141,39.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50890,80447,2/7/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/2/2018,2/5/2018,Quinnipiac University,A-,1333,rv,.6949319,0,49,40,46.86077,39.8518,"","",https://poll.qu.edu/images/polling/us/us02072018_uefy24.pdf/,50883,80437,2/6/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/3/2018,2/7/2018,Ipsos,B+,2666,rv,.0735164,0,42.4,36.6,46.5141,40.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50889,80446,2/8/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/4/2018,2/6/2018,YouGov,B,1313,rv,.2552322,0,43,37,47.73125,39.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5qt1ka60gv/econTabReport.pdf,50882,80436,2/7/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/2/2018,2/7/2018,Garin-Hart-Yang/Global Strategy Group,"",1001,rv,1.245481,0,46,42,45.92266,41.07489,"","",http://www.mcclatchydc.com/news/politics-government/white-house/article199812624.html,50894,80461,2/8/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,1/29/2018,2/13/2018,Pew Research Center,B-,4642,a,1.796526,0,47,38,46.90773,38.20705,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/04/26112459/Democracy-topline-for-release.pdf,52317,82576,2/14/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/4/2018,2/8/2018,Ipsos,B+,2141,rv,.0590685,0,40.8,37.8,44.9141,41.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50888,80445,2/9/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/5/2018,2/7/2018,Marist College,A,807,rv,1.075573,0,49,38,49.15729,38.32661,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180205/Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_February%202018.pdf#page=3,50887,80444,2/8/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/5/2018,2/9/2018,McLaughlin & Associates,C-,1000,lv,.3979954,0,45,42,47.27379,39.5372,"","",http://mclaughlinonline.com/2018/02/12/1136/,50901,80482,2/10/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/5/2018,2/9/2018,Ipsos,B+,1578,rv,.0435612,0,41.8,37.8,45.9141,41.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50898,80473,2/10/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/6/2018,2/10/2018,Ipsos,B+,1382,rv,.0381705,0,42.1,36.6,46.2141,40.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50897,80472,2/11/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/7/2018,2/11/2018,Ipsos,B+,1256,rv,.0347067,0,41.7,35.7,45.8141,39.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50896,80471,2/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/8/2018,2/12/2018,Morning Consult,B-,1985,rv,.2010158,0,38,39,42.56789,40.9945,"","",https://morningconsult.com/wp-content/uploads/2018/02/180207_topline_POLITICO_v1_DK-1.pdf,50900,80481,2/13/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/9/2018,2/11/2018,Public Policy Polling,B,687,rv,.8257321,0,49,41,47.75171,40.89225,"","",https://www.publicpolicypolling.com/wp-content/uploads/2018/02/PPP_Release_National_21418.pdf,50902,80484,2/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/8/2018,2/12/2018,Ipsos,B+,1268,rv,.0350517,0,42.5,35,46.6141,38.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50895,80470,2/13/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/9/2018,2/13/2018,Ipsos,B+,1233,rv,.0340949,0,43.5,34.1,47.6141,37.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50910,80501,2/14/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/11/2018,2/13/2018,YouGov,B,1270,rv,.2473397,0,42,38,46.73125,40.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bs88nyx7rs/econTabReport.pdf,50903,80487,2/14/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,2/10/2018,2/14/2018,Ipsos,B+,1218,rv,.0336891,0,42,35.8,46.1141,39.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50909,80500,2/15/2018,15:58:20  5 Nov 2018
